"100"	114529
"101"	8107
"102"	12913
"103"	2954
"104"	1735
"105"	10954
"106"	3091
"107"	14904
"108"	14711
"109"	3419
"10"	2997
"110"	3318
"111"	3276
"112"	2465
"113"	1791
"114"	1462
"115"	2682
"116"	1535
"117"	1351
"118"	1624
"119"	2626
"11"	2103
"120"	2787
"121"	2765
"122"	1867
"123"	1170
"124"	2364
"125"	2260
"126"	16268
"127"	11583
"128"	4940
"129"	2191
"12"	11896
"130"	6883
"131"	3506
"132"	1925
"133"	2382
"134"	2278
"135"	2712
"136"	11737
"137"	1670
"138"	1674
"139"	3273
"13"	1444
"140"	8209
"141"	845
"142"	5821
"143"	2635
"144"	3281
"145"	2181
"146"	3026
"147"	7164
"148"	17618
"149"	20231
"14"	6874
"150"	3843
"151"	5423
"152"	4346
"153"	12207
"154"	11090
"155"	7686
"156"	5581
"157"	5124
"158"	3968
"159"	1706
"15"	9350
"160"	4374
"161"	4455
"162"	4641
"163"	4412
"164"	4881
"165"	3358
"166"	25399
"167"	3213
"168"	8195
"169"	4793
"16"	4351
"170"	12696
"171"	1896
"172"	6330
"173"	5341
"174"	2300
"175"	4104
"176"	2389
"177"	3016
"178"	5701
"179"	4083
"17"	3927
"180"	3905
"181"	3620
"183"	2588
"184"	2365
"185"	32482
"186"	3071
"187"	3485
"188"	5053
"189"	5153
"18"	2099
"190"	2615
"191"	3551
"192"	4363
"193"	3895
"194"	3847
"195"	3050
"196"	1939
"19"	1955
"1"	2810
"201"	82165
"202"	4031
"203"	20987
"204"	5091
"205"	3642
"206"	4748
"207"	3280
"208"	3871
"209"	3351
"20"	1037
"210"	2383
"211"	2832
"212"	3647
"213"	2730
"214"	2900
"215"	2527
"216"	1864
"217"	38259
"218"	216745
"219"	11654
"21"	252595
"220"	1150
"221"	28547
"222"	29130
"223"	75197
"224"	30170
"225"	19967
"226"	14092
"227"	15856
"228"	41734
"229"	14689
"22"	6760
"230"	3748
"231"	9164
"232"	11560
"233"	14446
"234"	113163
"235"	39718
"236"	10019
"237"	16792
"238"	5758
"239"	2905
"23"	19329
"240"	4656
"241"	7212
"242"	6278
"243"	4416
"244"	2033
"245"	1341
"246"	2399
"247"	2615
"248"	4719
"249"	2519
"24"	1124
"250"	2400
"251"	2209
"252"	1377
"253"	377
"254"	482
"255"	12331
"25"	531
"26"	3967
"275"	3294
"276"	36458
"277"	6365
"278"	36146
"279"	2094
"27"	1712
"280"	2571
"281"	2619
"282"	3739
"283"	5265
"284"	1713
"285"	1974
"286"	1973
"287"	4406
"288"	3686
"289"	1921
"28"	2790
"290"	5515
"291"	1489
"292"	2587
"293"	1249
"294"	1076
"295"	1822
"296"	513
"297"	452
"299"	1845
"29"	9013
"2"	3545
"300"	31153
"301"	1186
"302"	2824
"303"	836
"304"	1721
"305"	1433
"306"	1416
"307"	1797
"308"	1515
"309"	1919
"30"	13824
"310"	945
"311"	2002
"312"	1725
"313"	683
"314"	1168
"315"	673
"316"	864
"317"	674
"318"	1013
"319"	2353
"31"	1105
"320"	3547
"321"	1006
"322"	1479
"323"	611
"324"	170
"325"	119
"326"	49
"327"	536
"328"	1
"329"	40
"32"	29
"330"	2775
"331"	0
"332"	48
"333"	63
"334"	2978
"335"	31882
"336"	745
"337"	3659
"338"	3800
"339"	3651
"33"	1357
"340"	2367
"341"	3010
"342"	2859
"343"	1573
"344"	1516
"345"	990
"346"	7666
"347"	592
"348"	577
"349"	1061
"34"	987
"350"	2804
"351"	783
"352"	670
"353"	1031
"354"	1121
"355"	1009
"356"	545
"357"	691
"358"	447
"359"	203
"35"	137
"360"	1453
"361"	2854
"362"	236
"363"	77
"364"	29
"365"	133
"366"	49
"367"	39
"368"	528
"369"	690
"36"	4089
"370"	1101
"371"	1031
"372"	706
"373"	433
"374"	512
"375"	0
"376"	8768
"377"	1110
"378"	409
"379"	844
"37"	1702
"380"	1273
"381"	527
"382"	1791
"383"	1388
"384"	235
"385"	1241
"386"	354
"387"	2291
"388"	838
"38"	410
"393"	1046
"394"	24193
"395"	10232
"396"	1301
"397"	51
"398"	3929
"399"	204
"39"	2866
"3"	490
"40"	4886
"41"	2751
"42"	16087
"43"	13565
"44"	5389
"45"	3630
"46"	3234
"47"	3402
"48"	4543
"49"	3453
"4"	2980
"50"	20512
"51"	2622
"52"	2704
"53"	2781
"54"	2631
"56"	2977
"57"	16492
"58"	9130
"59"	3716
"5"	1140
"60"	9820
"61"	2480
"62"	1825
"63"	2342
"64"	1859
"65"	3912
"66"	2201
"67"	17220
"68"	4773
"69"	2034
"6"	1434
"70"	4805
"71"	2042
"72"	5644
"73"	1618
"74"	3206
"75"	1081
"76"	4468
"77"	1676
"78"	3118
"79"	612
"7"	50875
"80"	7357
"81"	6314
"82"	22637
"83"	12822
"84"	10362
"85"	8163
"86"	28336
"87"	7962
"88"	4577
"89"	4020
"8"	5999
"90"	8319
"91"	7060
"92"	4758
"93"	4901
"94"	3336
"95"	3231
"96"	35795
"97"	15093
"98"	18580
"99"	9512
"9"	3843
